puuid,rank
FNu0Sd7gE_0TWJVBywrCmZAQiP6jyfhkrCZ57-M67Gy-xlXLPlTF9xgxe7V-Jo1vA5NJXiDaR4mc4g,SILVER I
lRekiCw6ywPvbXxPbMtLqzbmv4KQEwYgHZmE02PPnxDfefr0bhvatzSVwS1BU8L40xehYBjTwTUZWg,GOLD II
-I9RpLUaeanI9-5mhuLEpQDfqSsOtTmfGpx0iRppX7cjVfvTIiNB5k429Q67dN7FzyzKv1FQWOCY9w,GOLD II
1a5EOItxI8ZwnHw7qaemDH_HUhB1Mt_hwlAUJPUafnlyh_fbSBNpchx9sRwN_uzFJzzqD-HNEgpWcg,GOLD IV
7x_3cyEQol07tZg37I4FV2U_rWs1ODm8ShjyTlOtzqxqjjMwOHUB3GZpeTVUrYMGF8fELSN0nQRkmA,BRONZE I
LSP1i5JCZtgf0HFn7xfpTOJWPqSba9y2mILISZ8FUcglSCC-AJ3Do-OVB01D4EN49qubhuAupCPItg,GOLD III
lsaCQi5lTVH3fRiD7Y2Bfjy_LIp0soMK7O1ZHrSflK_jMknQxWVR_tvqSE_S1SW0-DOIfXXs-AZQ4w,SILVER I
TNAv2uRCPS_6sQWN3Aq7Y9-_nJmgU_JGPTsARKtSLaCmg1oBVecZ1ZR6rqrczn7p75GD8ej-DCXmsA,GOLD III
8rtzB_maUfKplZFPCooOO5zez4l_GYGl_o-4hDgO9SoAvXUUrcZU_U1KVWttKTU5WZKZ8tAuJxvD5A,GOLD IV
HzdWyRRTNTgLWE23xotUiqmKjRCYcDr9QAdGwgl44Ve32FwtZ4vNalNP2qBgY4f6ECJkEV8cuNqPRg,GOLD IV
8A7TS4gG-QG00x2066FSlns7RzPENCBG97xXCZ7Q5_plqbcREVTYK9k6YqgV4q_mxefcJCAZPNzCEA,GOLD IV
_kbt6PcmOid6uujOrAwjYhLcgX52LZ8aaJwtOVFFpdLr2P_cLUb6gNQ36fJinihK2j7Se4b1m5tVeA,GOLD III
432wLhKWmG6R4xlPYYUPl90VBXX1nVoshT-1djmQ3_oITlBkDTIlNcZUskrF2hYDEIyBs2_8ea8y7A,GOLD III
_XJj-oIU-AkzqgpiijZ75lpqygz88lcm1bGghtqkesndWBDLrLL94gvAUhS59l7e50ysz_JHYHc96w,PLATINUM IV
SYhY4uE9hsiiNy39DXGLOKrL-QHmlq6EKAQ_oJ_F4Q6u2I3KtU7HI5eM-lRUjq474BW99KT9Amq5DQ,GOLD IV
BxFDadkMfoAIYUTgB1gf7j0Cwq4I01XBF42iKa1u-YrZrq66DFi_7lPlYBvBTxgMiok4S9r4Px9D4A,GOLD III
LpTbDUi1wTN4ez3MiaPITJd-Bp6WVYgD9rwcz3WOTz9W9iONZxFkb_kYuJh81dmKiqbmkByC4hLBBA,GOLD III
80W2zBXEzrg9fgOClKlWr71Na6M9_GeJbE9b8c_r80VA1cX-oY58TOqmQv8TVueeJiCc1279e7Dceg,GOLD IV
LAbVpBengnVL1kVVldYow6EHD0F1P2O70YgPHXrJog5FlNF4cUVGZQFQ4ptByz4bMh8vHETQFUzpuw,GOLD III
DoMTkI6H8IHIj9-TuShcSqoNm9xPRtKuBVAFBGBZ0sulugEvpeFbp-OjsjtQa9nGlerIEk9L8859Ng,GOLD III
15rYi9Ge7n_KRUFrnPfpwC9y3obsS5nl0mE2ijTnYbt5I3u8PdeHz3lNBqdYDRZpvZ7reAG1Ush6zA,GOLD IV
Dz2PCAv25cJla1liWfzQbRervk2Sp4MBxu0ShhfctiLWPwnHbS9X1DNvjH01JTr9z4lJVvojK1TBdQ,GOLD IV
22DHlPqvOUJdT3j2VT6c9qTAwh7vbUJ2rwnB1Wn7Ide11uiRMjH0mI1Xc6hcks5pYscgLGPTRQtt3Q,GOLD III
5VOlzd7BxH4ZQJPj-AywqogPh-IPwrWdFVSN-uy7AD3ZAmAJLK8Q05BwIcyBi1RGamG6AELh7_C_6g,GOLD III
IDG1NMRGcL22LHhgpoMf9ut-1gpT-dZczM8phAUgjyYDjNZV1bCAI-2lGBmwDTo4u8owMbDlcmvDeA,GOLD III
w0lcoKp0HHpE9HteN014M396Xos0-pdhtwNXmWA8F3Q634P-2WLxBfJccvkw_h-_-yb8fPWANMfoUA,GOLD IV
AN_gazhPZOyE4cJMwC3yP1yK-4ngiKTc0-gMVn49TfYbx3xQUHOHuKSQfg0LznUb8qsJUk0g84APCA,SILVER IV
FHl1Rx-fkpti2NLt0tf3gF6_mbQ5tiI3Q6RwhFwZUmEhK--x566xgb06pZbdlXJ_jl0hohYcSgfCmA,GOLD IV
kvgVA3PkRRpfdNgjympn3B9qfEGrNeKqLSDiSc0Y8monWfODpErWQoKBxzD-rutoRhVT4pSQmHhGZA,SILVER III
8wi63Anu4wXDdhzpSG-J7RdVrzlQPPw0SBzZVRSlWWHVjBQ2bK_4dW6K7qb5ocsHmUpMZrlfSgg_4g,SILVER I
Wiv70TYhRsHKfbzV7LF5DPXqtaRTA9emheN-DbBqDnkAmAJEKQ1LVYCASiZeR1TYGsWffJsFJyDDYQ,GOLD IV
2ddk2YP6BGyYsrYxUGIGCmdrkVWmIYrcUBP0FwLxi_G_CdPvf0Z2KA3EZ_mAWkEMRzZTFsh5RwGHxA,GOLD IV
qPXYDj1B7_78O0E_xoH4lXXI4EL3YZCShpdv-oiCoax0MR4hT60fa4NrlGVZ8x4X6AOB9wjMUr_vIw,SILVER I
4xdJC-eTMGwNJounTCqT5BJZoarTAL_GeiIZrQ2EBmCdhtlnwZtL5f019BOXCEUDVhidHzWQtrDXiA,GOLD IV
ZreJoZOnuD3heVxMvSrWqKrggkIpe5O-MZY4gAAT8561MD5oCi1iTqftrs2yrnVpLogpSuGfNf4YyQ,GOLD IV
TdMnTeup5-Jj2q2x0-uxCk4w8UEk8vgS4sMctlQrPnNHZRRGjAm550dTaf1-cDA8qZkPl_x9TxDnnA,GOLD III
nX8bH77MBPtO2DQrEpK3398xNa_p62v772Q3oZV4OwojmxfjXmIzqmiaBzIBY03ICFperxos3429hQ,SILVER I
PGNwtSyqxfvMKkmiM5iOzT6YH6Rbvap6B0ncriLOw67m_AiDEJiw86ZCjfzcf0ZiXEgfS_l5ITOmrg,BRONZE II
czl5kQoAjCcAXF4sGIOREd81NER1F6aCk4t18eTAnHTj3feJAYkpvVOgZK-xihRx2VzxIMQtx8r9PQ,GOLD IV
N-ao9WkTFi25RFW5E2XoBeiFKI_DZ2-hwP2xnzbCZLgBK56KTuMk-54Va9rVR8756EJ_iZa4SQAWCg,UNRANKED
t-vwNcxQp892lE4C2SkITHB4SEbDfvPft88PPKoqIiH726NxpcvTQWv-IWhGJqeH1vG_ISxpcquaBw,GOLD I
_YF9m1pDI3J5sgG8Mqkz3TG6ckuTUVyyUqS4t0kXI2ELURfSdROynCo_GR0akxXT2LLTtdnL71GUrg,SILVER III
Lqj15h10V1l0eDpo9_NGgCJ7HnziwFNsuPZ8Vy-Xv78qSGHxoU5uHggobBML1ZTKU7Vi8vk7Gde25Q,SILVER III
JTb2QMDp8307Hw_xAmbTvjMJgj0Nt36nBs5dwELvqB_jDwi4jTP4et_HzUcoChiizV8QcmdVKbyqgQ,GOLD III
d1xKgicvakW4eyp4lIgctdJccT6xFW0h1qzQ1BZ3xX2y0P0eDUV4ml2ehu2g8X2nKaoar8Anwwa_DA,GOLD III
FSbi92uMYmfd9235cQkMKK0S7wwvZIp0CVbVmIZAd6dqdT5MNmdjE7czc8W614FOaXk5S_ebAdcmYQ,GOLD III
6kPp_5KYvw57Uyg-PZvyCv61KbVgGatW7OsQEcncwC4j_pTidUkwiWdBkBe6WJa96ofTJZ7qyl92tQ,GOLD II
Q5gmQWGliyevGx9rODYihvpNDFq2LXhg6y9ItFn0anGuN6vFOX5fYfseplY9iXynyUXmFscRqoUljQ,GOLD III
LvRVymCxfHXEEFvSH2fOJX0nViOtABlinivDDkpFbqK5TEUV8y8BH5yZiQyrOGCzf3ireBg8O77HGQ,PLATINUM IV
vPnZ0K4XGFbsDx4kQzOsVkG_ldyXLcjlURMF1RJRBMOjS3wm6dwZ_aePPXwUF2iDVAZh6msTypnE2A,SILVER IV
UMVmkhEQYXESXOG3BfoZ77sdoKuWzKKM4KUSm1gjv5Mocgnqaz33RQc314v6Ns23P4ISeSDa-HGrfQ,BRONZE I
-YxQES6jJ7QzKNrwjDygJDroNVkJXyliEUv_8J4AFemKs4KRUSaFp6eGCz5TAXyYYqPn7lMSDCcysA,SILVER III
QEOIQtUT6A1AP2sUCjU_garyxNq8BaQLnqoTtbVW6M-1ZbQJyqR7Rhg498kVqvTCkvM-hXJ5oOkvLQ,BRONZE II
ml5Pp9pq1QISJ_k4oZHKYcbIRyFXc56K1FlXuhyltZ2RRb8QFnQkl8-W0RoIdOqUY8UM6uFjpaZBLg,SILVER I
P905LdjoPkoUBPVIICtk_OITmhacVz3Dq7oqzJt2BQerXPXo0tl4RAzjgP_WtVpFnxQiOPMKZypM2A,BRONZE III
WXLhqOpONxtUntWXGPwDmIDXitVZdjt2WvF_8Tr2bzAgz6hmRWNuY-DGIcqTxg23LUAVB6gEkRCiJw,UNRANKED
01KUew6W0tKKMxBLYjk6B4ZveA7zFuxiZH0AGVXU7vUrpVQqXqKDJT_tUVq7uImy4OYR-uVTlB7jZg,SILVER IV
5vLQW6xp3VI0dPhRugm49dfVS33roQYw1V9HnS2SXkpzdFz5l3Wm6l4E3IeymSqf9d1QyVyVKw5GHw,BRONZE I
q4M8G7V-Opc14cCJYjJijXh6sBklS9UTctgTn1q44YrnRfE1hOMCOzpj6z8CxyQXz2FDqnY5sgY7-w,SILVER IV
IWW4YEwJudp4BPY3fN_0jyYe6MIGehZgEOlcBcoD5A9iEe3U778p26mkexINSOEtc0mGB6cGN85Ipw,SILVER III
cUCqAOpNr057mFXLWPpqNKF91hFJO5i6zwS3xqtnO5KgT_KFIq4q-BmSSGGZe63RQCgaBOaWOEorpA,SILVER III
K96KEmoUEVT0v4Yg9VH8Zg3UC_GLP5WVWypIgWSk2Mb-6HsdYyhdjj0ZUUYKlt_uktKe-_q0lbSJAg,GOLD IV
luAaR_bAsFl7yk_EOH_pOHPRlejo9s1qtlG8SiuJTeH4yBZcCvFaG6Ubm7OVkJ4hgwO2qfNiKEj2kg,GOLD III
R_UtTn8k-_Tg6sHU_g7jdAugQDZ2juBwnwwU-YHt04OZ60H2tTJowZyuMwMl2EKLRj_w3uTkR0kinw,GOLD IV
L24Zz6tjioaXZnoRmg-sTXH-8aeM4kODufb8GzLp-Y3Q9KgRN0_GRibW5OS65h_dfywrpcbsw7jjSw,GOLD IV
qrd5QdetjQ8rz5OpuIpY5uvfJSXdAKu_YbtSkIsaywny7HFShJqyR6u_fPwxfwJZQ2LsZTmXF8GmUA,SILVER II
_Q9Oekx8Vw7ONuCHpmREP4WtNs4IUFEFEHmeTxyn7H317QRQtrpMnse4Z35uND2MlgHo8Fc1d6z36Q,SILVER I
ZmBOyulblXGcWKLZgz7wZtYX5h3hXPbdxstJxjGhg9I5CUb6AI6jKO_KYsFuCRjb-vw_s5HvZl2lPA,SILVER II
b6a0VkApgthc-Y2_YClSyrRE70TtAA13bIwCtuXwMPQjdRHAj4nFE0M29-8boAH295KUFkETJuvAAA,SILVER I
SMR5gf3Cuwfa5YdM4ZaN5_vND-YpM8eYXfOioP0THUjH-tHobyw9AW_wuiFz5eo23IC1BcHYvrFYcA,SILVER II
yHTTDReF9CzIP5c-3NAywrcMFYucOXsNpsR9ARG-_P1pgSKBNPzOBhrIIKZTnIczVb4_Ven4FJe5Pw,SILVER II
KUgu7IBSIYc82qP8GtwBsYR7cwbVtL-q4Pt6lbhRENvG8dey7SQNzplXTwTEVj9ulB3cWAHiFOixGw,SILVER I
nWBZTIIQw1AxcB26lDpf_OdmM64svlJwQGxeRBzgXNUxZo9L7fgE4m1BqiB0dhojo-4l5lVBV8bcTw,SILVER I
fDlXdfuwUw7t3Jaqn039Nlvob_YJGmGUnApK-dqW8VI91p_WvdE78OdYgl5IProu2SXCediY0RFH1w,SILVER IV
SbvqA1pUIfvowngeHi052I849qNbR7yXvvd1LdjeWYtPNuG1kqNNpYX5-vCp9Tnz9dkFIIIyuOu27w,SILVER IV
XOvZyCBNwN2SF9aVdtIEotd7oP-ymhXPa-zYwiWaN-Br2m_tOCnX_6oRJaT-lRx2Lt8D1DfrzSJntw,SILVER IV
Fc5BN6xvJgzDSGtz7PmPbufhP8uDCCaLxcPF_jSSTeFoJ3xZhRNACrLuiDDsDYtzwJbZQRg6QhHVoQ,SILVER III
Rtsw6fNaU3K_77Kj89QVnzeQQOsuQ9wj7JSc8zu3pApGCiSBfs4j_D30oCZdJwBroziYoeMr6G-vRw,SILVER II
aslPE8Cbhqv8A1-1_A1M0tka9xrGjWuW0VU4uc_fydH7yZPAsAOxa7jVHfGCC7l9zJERaNIwYqc_9A,BRONZE III
T3wvaFYod7NAf6DPtVGHZbRocuTP421ZBf9UH1ih4BrCKv3MxGzxCq4tZ3lc5cAdTV0uK_9F6NZjow,GOLD III
vhKeSznHpTJeOi85ke9Puz6z7SCsaVRRXZ1BZcAvEx1avRQgFvGcAKJ8bUVPQg9MacUBiD-YDW2eKA,GOLD III
J9YQfLVX50TNn3AthYnqUtAHTsAcoxeuyhQWaDrk9zcC82_brH00H995Vf2rWeR-EQWhgEp4fjeMCA,BRONZE IV
TfOADJ_UhCEuiWZLPWi1NczluIbKDP5ZPyCN5dUg0d06QZIBRfokNBRufEyuKFsoZVmc3XAzkZ-RGA,GOLD IV
Vzbnwfx0xwLIv3mvQ_XBt-9-6LTbr9YlYckYMTLbIY_TSCbfiYjQbxufSyMxbYVgHZpcRX6zz5hnyg,GOLD III
9EA2OImNZz01lMb7QVdk3SsRK9fb4mKlnT7GJPSUvthPCBeU1bIINKma80wTNQLD84hzeAu_FlthqQ,SILVER III
OKXPCpi_lbs-oRlSFwfOjZajYqO-yC9Fn6-eeeg1ObDYnvAB7OsWqhXFSVAd9arOJkVW6JaoJhUu5w,SILVER II
eXzNV2QNLi1DgnTMu0MD0x_707DpCJzYLPs1HtC01-SFkSBd27b64DZHGlxXR_eSlbdWS_f8d-d08Q,GOLD III
e_AuUh-5OfsMmU0pKo0oSGsicTMV3kx0mxJuMHCi77Kmxkx72-QS1jaCoHSHEU1wifbYNVOmX0aQBA,GOLD III
N5GH3cpClm-gJ5d31xqbb3_kHEsNiM4_JkpTcOrV1S8iBsHPOqjf4QxFKaIapVRNoywBR6igMiCwgA,SILVER II
han_Nt26EuRgxs_pUzcLDrMiq63-lHbbANcBv0D__GlQ285j4mVzZ5Cv4OfY-9kAL2ptiAyHOeBMBQ,SILVER II
8A-AdNaiZIipldWwE8n2Dlih1deuwwpsbkri_9ZkqdiNkGiDb5Uf5ldYZeEeUk__P7ocBcRnY5S2Aw,SILVER II
i2FBaC5UJVRdKaCTC4HTD01TOtSSnG9zUZ8BZe9ybkwjbjTrx98Gp4MYqmQ9DBRrYk8b1JBye4ERBQ,SILVER III
pltPEjIZioePQUVFUJ5IQXNQS6TYQbfuRFmTzv7JXe4-E9Qbv3X7EvB48OPvGsr5_qR-hdiuw5oBBQ,SILVER IV
h6rz11ZTTOUoauO_JUlETAzJjrgw4iyHR8_-avHt64HNg6tYkdo7GL35bo3oycPbXzeczsO4neyJUA,SILVER I
1XE5AgGnbUCtLfd8xXsY1IaxdO1vpbW2ZWm7qxYGisNH0aCSHivf-y54Wvxo-cECX9oefLTbjhhODg,SILVER II
dagDee-pPrM1vbkwPjcixFunvKCEmQLO2g-EZPDc67gJY9JC0J7jKPwtAkXIT3wHkXrixnt8m-JHig,GOLD III
mHOfQOHhuRmEFnRxI3uY7zT6304FG-XgtAZ-I-TMtTv1cPiH7t8MkR6uUkFPZOk8BPz5BglThQN9_A,UNRANKED
k0_jNWZNimS38cyTCynD4nJjyOiHs-3Nl-9m4Qevgial6nate40-ekJNxxURn_qRNoS2prb7BIyHtA,SILVER I
hnHjIAB1JiaoS9B9r9a4urNW5IluvVQgTbbiLna6VZ1ZE80DIoFHL02qp7JGOBvBj2V76gsi0sxfAw,BRONZE I
Tl9F9q2vreZcNIosrIpDw023dcbO8VYNLATrc0YNj1h3konCypB7t0WmxxR04Qu6XJDLwDpUZ3BJ4w,SILVER IV
WVwWvdoEkH89Cs36fZGtRkN1mCb8zYalELK2gw3LdjvSrPjoaUtka-JOFVhjI996UNk-VhhqP_GRjw,SILVER II
t1b3NVofdvcvDSinwQ3vaeNa0Z3AQy3Hfdo5LB5UDOFHTxb78STkmD5MuFOFuEgqLyALns7kw-5Ilg,SILVER IV
ywZQ1HQxh7I4fPP8ZVwGSguZL0SAm6k6We5oHZPXsu_j7DfQGZF9MaUBCYTOzP19XjUQNp1Rjni0lQ,BRONZE III
QyZ2zk3WJy361Hj0KDhtiLspSQGbUXPKn9EpXzO2JkSxnOShK3CPzn4MfoaLz43clcOudPlg-ZSrPQ,SILVER II
tGHBlg78L34QuRZ4psFkAuyRoI2QN7xZveDZQD--VYZZcru62cjB3w9udHvaxNSnhCeWJoPk0d9AvA,SILVER III
cSZ5UNuhmF4lBDSJpujHHAeVaMPrF5KKoiIbtmvyN9mjDG9-hlnDor9fwPxuJfgGfCvOyk0zT3h63Q,SILVER III
jhDUczGnROwW2TqKNpdzOa7i06Cv09zp2QmSD0ek9sPTO-mxm9nzV-0pHzfFjwxLxkJB7osAmAuwkA,BRONZE II
BJ3GDXdI9fpV27f5FnkV9qw0mg8PiGPimGTlpgmXwKJlbnB0nbWJKAox3P4QXTJdsmGeSG4nG1kEOQ,BRONZE I
RxGKE5UlO_9MhnqZHc3eOTc_rYBblDUyUM85EOo_EOMXJ13dC2eeU0h-9GXXz381uOSxoj3BIH7x2w,IRON IV
5VzZcSTjJNbIEMrvD3G5r2h47Rn-LfUWH5WbI4ofqJTT6ofJYvF-rlcn1YPtSzmzx0YqroPuRrkBkA,BRONZE I
smC56WEYZqfvBsmoLMqzpCFCHIx9bhqMs2vk_IIMDeHKLOwxyZWeTKrbNAFGM3n7ZH5UYa5xpTvSXg,BRONZE III
Ro2IbFTELEusm1t9cy2_c6gD2YPhFy0NjnCcuOvBPPZ5rWhht27PpTf6gmgJHnxzvDa5NtCgPgh2mw,SILVER IV
yOua9f2E32QPhy2bfQRqPStG6ClO84c9UFMPJDYmDfUBwz7UrOEDka1TWno6yN9bu_3hdpcsddPHXA,BRONZE I
rpkkfSLDXpLC0sJHL53miJTzMJT_7s02zK-XtWN6Pd1yKblbV1clazNQ5p6Dkif9SBki0B66-pdD4A,BRONZE III
oZy0E0UndY0lc9-T1po3WCofE_tVrsX-Vq5lRNJuOnD-b1dGxB9HPQBtqEfx8BqXpJh2xR7GBKn7pw,BRONZE IV
0iaLd3ewdoNaTzPp9XgpwOJAsFcNoTFuA0uh4NaaIIhruE2-wmPWMxT_T2YH4yd_LlOYK6YNB_-4pg,BRONZE I
h6VY8mUexcZnFMvDrT8v44KQeRhAGZ9UgAd4fctSrJGoA5LzxLckKeEdG50JTZr8qJaACAMzTT4t3g,GOLD II
2U6Z58tdG1o49VKaMPwjSUZgxcxJ2TjbXzHmlYkSKDnYioceVWjzukI8VMYqyW5xrvUgx-crLr0P0Q,GOLD III
EPNUtQXAV3vdu6wIYxhdpdSEWKOccFa-AcZ2pJZX7xfyOhbOO0S5Ygi4f7b3VhlBWMJl34ML52e-8w,GOLD II
Nas1-8RvDrfhK07cTmo-PQeF53P0gnRYeQi0E_7zOI51YCOg28re_Fk0n_RwpF-Y2Jc4i8Li6CTKpw,GOLD I
bkvuAg1mbE_3bgNQ-MKlnjyDkfksc19mNqdlfur0GYh2PfOiQCa7Jfk0zB9swI_Ix2xbOXvGEv-e-A,GOLD II
L1Ud1HM9eakby0mJ37CPaMZ4cR4ZadC3wa6ljcuXKEswn5SMoOLkT2gjpj5k85uBN42weroCIbnttQ,GOLD III
UT8fIdgh17ON2VBWRHA0xAP5Xw4Lpi6alULJ4CMgxQCc75vEfYGL26PkEauyPD_tPCZBykIbcUHDsA,GOLD I
Ph07sQbDP7sj6NHaUZnfX1m0Us5uja573vPWUBymMBMG6dltCLXQldgkqURXuZxTin6rREwFlGzimg,GOLD I
lU81y-hNzIpFOoTCHwzt3_CvikVRa0EGGu6m4qP6tZp9RJO-sMr9-uyVmqE9Ov4hMCvbVSYyzJf3xA,GOLD I
xRkMm-d1I13oGMjldE8uGSECnztwmDL444sfLmK737VqKHOZ4TgeuKnDIjrQVQwyf-2SJZgs1EiRTA,GOLD IV
pHtmLH20Cg-ShbmzpO5o5bp9HVkBqs68qkC-o5XLEUfk15Ex9wBm0Hr3pEFU0fa6BJ_1BIII3QtFmg,GOLD III
aWnDf5vzi_Ik0mBrP1K052vHy5XNehzPydt34cBdc-Cm4wsVDuB5r41XmKL9VfSBG8CTOR-ZLDqF5w,GOLD IV
VRu_-QcnnJ-VQ23H3RLHOqelA_X1G_5Vr3U-9lSVTXPjwfjIuWytNsxqTZeEs5feNyRhIFGp3ENWtA,GOLD I
S2M-nnBdzgVqOQUX-9tdwWQEqEcAWH823YeBLiwcCxPU4fUjaRmEZ5mijSwjkyzTA3WTU4hg7uK7cg,GOLD II
VprM-qhzuHMIW0-nsrMZguNbI_uAY9Mefs4CsOXuNoL9M3G_hLJkQzZyG4HU9gmQssZh9Juur_Jiqw,GOLD II
dK42UcyimLLCdFd-Px8xFuuWdKXRj_JGMB2390fbk_W9wpuJw7L_kfQOIrvb9_vFIbdV5J8XJsl_Nw,SILVER III
a8LFFF1FPhTHRPH9yeg5DtmQ9iodqplg2IVO028LHS5v4GC_YpuvfamaRdy4SPfRJdDhD2TCAbHvMA,GOLD IV
7KhY1zNY4czkZJW-c8q3kZcrC4RJjkeLk0M0rYH72bOILY7UO5NK1f7HEb8vVmmj7aSWalAjMJFX2Q,PLATINUM IV
zcBYbm82XVUfY3q-sQyBhaCpWlkeXOdA0-YdLRJzypdXl4ffhDMXViV9v1TLkunPszkGkcOZaJyxfw,GOLD II
0jasyBcUoILFvOkmcRu_D2PtHVc7RN8rRt1jqqlO3-EE0qbfSLpqzq8Opfy-f1zcwQbUop8IN1tqlQ,GOLD I
YLuS75MugnITS0Q8H-chrBLElgnT5I13wacfvts7b27qgmDmKNJ7TPtZWD99-slqzAGEhZBaNImxzw,UNRANKED
8agIpXBtXzIW4sazXA7kUIwJLNBGLD_2TWYUe1Zsq8y78kr12R5QPqF1AvR_wksGK_XMUBqGwIavCQ,GOLD IV
lWt0vq7uvsZVN2ay9Z7U_loUBPQ8FQA7Uq92GlyMNFQWyaIXNlSs5sg6I0YnRTU-rSpd6o_H0FpSNg,GOLD III
6tmLDBWWvWISuk-Il2yZuf8EMhE7ZLad5qStVj8rL3otIw-m_IdI7dyujHpB5My0IQmu2ZYrnCkDnA,SILVER I
CbhVAVcZuTmaLspxuQAeJJKveqPeYfXGQ9LHXXNpLR4feJrl4e-ajNnHkm_36ZCEsFP53KiWmlWdnw,PLATINUM IV
v44437Wsi1vJqYbtBac9fAHFkXqwkLr6hy1la60ORl6KA9C3zhYRJpgfuNF9v7kDofBOyR4VztbAKg,SILVER IV
psTqYFqaCmDZeGyUZLnhW3jTLtQedrgtNdh3dAojBbKPlwGaCBiGtgjjWTgH85zOtjEEEhLub5DLVA,SILVER II
1KjvI0jILVxDODawQ_6X0QUxKrftpWCzKtolRccrm2M6CrIsYb9XYrZVgfmXPRMht5g5MNad6U-0pA,SILVER II
srxKlUvvjOigsNXzsWY-k4Q5cidoPdmTGbUlRAyRD3d-wVZjygNzq1gkrBxSHtRJTzkg2ybN6lB2HQ,SILVER III
i-42dxxmbvuc4906rb2urH9VrHoTmYex9tNL9E0UMPVaPWp4FzEIsG8jQ-oHOmYJ655jvKXtYEJVrQ,SILVER IV
4k1Hjgv_t4Ul8cmMG1ehMmG07Poru_KQXvwkvEDmgpO9PWOgM50pdefO61VxOxyg-ZMDjyDPMVICUw,SILVER IV
MnFA75O_RZrU5mME0DyLbPVLE_NEp749fCwKTEielUlby4QwRPhkpzCVy6ygZ7F9Tpi-yP15dXxOOw,SILVER III
lm64spRWFtfCmyEqQqeK7AX2ve7KxhVktJuWUHItSrndDLH3a0kmUwZCYtZBxODj--9z6BQ6UuryCw,SILVER III
eqvdg5smfc3c2lusZu4drKSouLl3bSekWzlHj79m3rJMuYtuNpyWtY2AD72VYyzgKQCFJpMuwBproQ,SILVER IV
nDAhEX3kKFbAp1PgqGdBsHnRYxgmFQC6DekCMDzoO1gPRyaizhPp92sr_rKGUCGcTQrJhIHgbMc3lg,SILVER IV
0ULEhZjhsaRCCYq6j5L7KJjfO5gIMQh4GrQHNBU5f31kSMl0kMxYCHE_m8fc44skxZsKcedh8sCQTg,SILVER IV
aOgTFu8iUSfxlwg4PE_rcqoLV71rYq3pQY0bfm2sFe-yjXvHhM_KpM3vPnMfAQ-LNZDlwQFlzfJnpA,SILVER II
-UbxULw-HW_pWDUr8FKsOa6n7A09MbwAtymAg-A41iH6PYNlLI8pUPHyaYZPM8xklZmRy4O6XNp38w,BRONZE I
oHIoQLRiMOg5FHtU9fkgFQaB7zgHwmN1P_8XUpS4dKOTqH0qizFJG_mULC9g_rT3U56aETICx9R3WA,SILVER III
NJt1syXVUhgNYDIeX9we2E7hMKrUkHL3XIupYVzIKv3cq4_nX6kN15eDdOr1Pw5j4LkFD8lCeumKWA,SILVER III
as1sybrLr37pqBc73FemOfi3lFsNfTBiUWYmYgvHEDT1KMd8gJ35j28wv34QPOBnYm6hOucmxK5XYg,SILVER II
Q5bhId8O8KzJnldKBLctQ53S952YnO6UAQfml1VhU2ryPVHiHq06dhgjuR9Hsoxr-eCBoe_XzSmYZA,SILVER III
3mnuqQUQQFRkPbHyOWDKVo7EXeojb7t6wDckBu3IzdG0voZx4apW23PgWXbjoUJnEAvJTED0ZpZW9g,SILVER II
jB5y71oH2RlM01nQd0VKgZWv5vkPzEjhaW-YGmCdnPt4Signldc-eA8gyio1AbXDCY3FhS30bRYdWQ,SILVER II
m611ivVJN8BX6LLV44pU1v009x1bYUQ0MpCfK1XP35FxYueYraApqKL0erD1KRTHm1lhANxbMNKObw,BRONZE IV
vhnf3SN5ms8O3E_qGsceqG7o-LdRsdSrfnw6Yd7JIjKJdiLuOkh8sT4mzWKf3LA0wiKHg6i76OXJsA,SILVER III
my4K7D6_hex80CZCBqq5uJQ-Sb92zspIhBwNr7hpco4ht-E44Bly9FRxXla8fXID-boj9nXi4av2XA,BRONZE I
o9ZXL0vIsyamPndMw81jxRLn29v7H6SbvHgiZby3tcoUcEBFQrjJGRU8fKKgoThH2M1X96tUi2iAOg,SILVER II
eWKsdh8wQDSmwXBKMK9kFyGmbacSxc01vJvfCLbY8HqlHkZuK-8nNj0RxxA_8lG-mvHsgvkyot4MMg,SILVER IV
-blU4v7oHnNA0HTXLgzCWElWRGCL7iVhMtIMjNkNV6nJOrtsvgnlzjxSpap3jC8asHUSGCGluyPnyQ,SILVER IV
L0rucKIAKDV3FAsoxD09ud26eeZZISlzRawxb13asIPM-rXuPPBqj7QBhRLMyQY_tnEjtHQ5PtJcLQ,SILVER II
H0Sul_YfA_nr6BoySukSmjvv8t2HqlBlOsL-2ybKkDWbjKt4wO5WL0pCKLPl8eZmsCQjfs6TOqyqZA,SILVER I
cy0gBDemjUdTUuQlQdo5e6L1dcvE10QTYPxiXVA_ko6ui8L_7aXs6i-q0VEexCepxGv1Ex49JPnbYA,BRONZE I
-L5E-7XqGeoSZMhbyKTmRblSAGZFdO-7DgOrU6E8E3Aukd8LXG7nFV3WWApM5ZCSE341-M1mZ2osQg,SILVER IV
6jIkRAufvrnlf9o5Q114H48ZzaWhZUiuOiU9jz2Bso1ghwJ_ScGoAp0UbDRyn_0hDYWKd5oUdKoEBA,SILVER IV
